type,Genotype,Population,Subpopulation,Internal_id,accessionID,KRN
GWAS population,Z017EM0059,NAMRIL,Z017,Z017EM0059,NA,14
GWAS population,Z017EM0064,NAMRIL,Z017,Z017EM0064,NA,14.4
GWAS population,Z017EM0065,NAMRIL,Z017,Z017EM0065,NA,16.9
GWAS population,Z017EM0069,NAMRIL,Z017,Z017EM0069,NA,14.8
GWAS population,Z017EM0071,NAMRIL,Z017,Z017EM0071,NA,13.8
GWAS population,Z017EM0080,NAMRIL,Z017,Z017EM0080,NA,13.8
GWAS population,Z017EM0081,NAMRIL,Z017,Z017EM0081,NA,13.4
GWAS population,Z017EM0084,NAMRIL,Z017,Z017EM0084,NA,12.7
GWAS population,Z017EM0086,NAMRIL,Z017,Z017EM0086,NA,15.5
GWAS population,Z017EM0090,NAMRIL,Z017,Z017EM0090,NA,13.7
GWAS population,Z017EM0091,NAMRIL,Z017,Z017EM0091,NA,13.4
GWAS population,Z017EM0096,NAMRIL,Z017,Z017EM0096,NA,13.5
GWAS population,Z017EM0097,NAMRIL,Z017,Z017EM0097,NA,15.2
GWAS population,Z017EM0100,NAMRIL,Z017,Z017EM0100,NA,11.2
GWAS population,Z017EM0103,NAMRIL,Z017,Z017EM0103,NA,11.8
GWAS population,Z017EM0104,NAMRIL,Z017,Z017EM0104,NA,12.5
GWAS population,Z017EM0107,NAMRIL,Z017,Z017EM0107,NA,12.2
GWAS population,Z017EM0109,NAMRIL,Z017,Z017EM0109,NA,12.8
GWAS population,Z017EM0110,NAMRIL,Z017,Z017EM0110,NA,14.2
GWAS population,Z017EM0113,NAMRIL,Z017,Z017EM0113,NA,17.7
GWAS population,Z017EM0115,NAMRIL,Z017,Z017EM0115,NA,14
GWAS population,Z017EM0117,NAMRIL,Z017,Z017EM0117,NA,13.9
GWAS population,Z017EM0120,NAMRIL,Z017,Z017EM0120,NA,14.7
GWAS population,Z017EM0121,NAMRIL,Z017,Z017EM0121,NA,13.8
GWAS population,Z017EM0122,NAMRIL,Z017,Z017EM0122,NA,14.6
GWAS population,Z017EM0124,NAMRIL,Z017,Z017EM0124,NA,13.7
GWAS population,Z017EM0126,NAMRIL,Z017,Z017EM0126,NA,11.8
GWAS population,Z017EM0129,NAMRIL,Z017,Z017EM0129,NA,12.3
GWAS population,Z017EM0130,NAMRIL,Z017,Z017EM0130,NA,15.7
GWAS population,Z017EM0131,NAMRIL,Z017,Z017EM0131,NA,11.5
GWAS population,Z017EM0132,NAMRIL,Z017,Z017EM0132,NA,12.5
GWAS population,Z017EM0133,NAMRIL,Z017,Z017EM0133,NA,15.8
GWAS population,Z017EM0138,NAMRIL,Z017,Z017EM0138,NA,11.7
GWAS population,Z017EM0142,NAMRIL,Z017,Z017EM0142,NA,15.2
GWAS population,Z017EM0144,NAMRIL,Z017,Z017EM0144,NA,15
GWAS population,Z017EM0147,NAMRIL,Z017,Z017EM0147,NA,15.1
GWAS population,Z017EM0149,NAMRIL,Z017,Z017EM0149,NA,16.4
GWAS population,Z017EM0150,NAMRIL,Z017,Z017EM0150,NA,12
GWAS population,Z017EM0152,NAMRIL,Z017,Z017EM0152,NA,13.7
GWAS population,Z017EM0155,NAMRIL,Z017,Z017EM0155,NA,12.7
GWAS population,Z017EM0156,NAMRIL,Z017,Z017EM0156,NA,16.2
GWAS population,Z017EM0157,NAMRIL,Z017,Z017EM0157,NA,15.1
GWAS population,Z017EM0160,NAMRIL,Z017,Z017EM0160,NA,15
GWAS population,Z017EM0160A,NAMRIL,Z017,Z017EM0160A,NA,14.5
GWAS population,Z017EM0162A,NAMRIL,Z017,Z017EM0162A,NA,16
GWAS population,Z017EM0165,NAMRIL,Z017,Z017EM0165,NA,16.7
GWAS population,Z017EM0166,NAMRIL,Z017,Z017EM0166,NA,11.9
GWAS population,Z017EM0167,NAMRIL,Z017,Z017EM0167,NA,16.4
GWAS population,Z017EM0168,NAMRIL,Z017,Z017EM0168,NA,14.4
GWAS population,Z017EM0173,NAMRIL,Z017,Z017EM0173,NA,13.9
GWAS population,Z017EM0174,NAMRIL,Z017,Z017EM0174,NA,13.7
GWAS population,Z017EM0177,NAMRIL,Z017,Z017EM0177,NA,15.1
GWAS population,Z017EM0178,NAMRIL,Z017,Z017EM0178,NA,16
GWAS population,Z017EM0179,NAMRIL,Z017,Z017EM0179,NA,12
GWAS population,Z017EM0180,NAMRIL,Z017,Z017EM0180,NA,13.5
GWAS population,Z017EM0187,NAMRIL,Z017,Z017EM0187,NA,15.8
GWAS population,Z017EM0189,NAMRIL,Z017,Z017EM0189,NA,16.3
GWAS population,Z017EM0191,NAMRIL,Z017,Z017EM0191,NA,12.5
GWAS population,Z017EM0196,NAMRIL,Z017,Z017EM0196,NA,14.6
GWAS population,Z017EM0197,NAMRIL,Z017,Z017EM0197,NA,15.7
GWAS population,Z017EM0198,NAMRIL,Z017,Z017EM0198,NA,13.3
GWAS population,Z017EM0199,NAMRIL,Z017,Z017EM0199,NA,12
GWAS population,Z017EM0200,NAMRIL,Z017,Z017EM0200,NA,14
GWAS population,Z017EM0201,NAMRIL,Z017,Z017EM0201,NA,19.6
GWAS population,Z017EM0203,NAMRIL,Z017,Z017EM0203,NA,15.4
GWAS population,Z017EM0204,NAMRIL,Z017,Z017EM0204,NA,13.1
GWAS population,Z017EM0205,NAMRIL,Z017,Z017EM0205,NA,16.1
GWAS population,Z017EM0206,NAMRIL,Z017,Z017EM0206,NA,13.4
GWAS population,Z017EM0208,NAMRIL,Z017,Z017EM0208,NA,16.3
GWAS population,Z017EM0209,NAMRIL,Z017,Z017EM0209,NA,14.3
GWAS population,Z017EM0212,NAMRIL,Z017,Z017EM0212,NA,12.6
GWAS population,Z017EM0213,NAMRIL,Z017,Z017EM0213,NA,13.1
GWAS population,Z017EM0214,NAMRIL,Z017,Z017EM0214,NA,15.1
GWAS population,Z017EM0216,NAMRIL,Z017,Z017EM0216,NA,12.5
GWAS population,Z017EM0217,NAMRIL,Z017,Z017EM0217,NA,15.8
GWAS population,Z017EM0220,NAMRIL,Z017,Z017EM0220,NA,17.8
GWAS population,Z017EM0222,NAMRIL,Z017,Z017EM0222,NA,15.5
GWAS population,Z017EM0223,NAMRIL,Z017,Z017EM0223,NA,15.3
GWAS population,Z017EM0230,NAMRIL,Z017,Z017EM0230,NA,11.1
GWAS population,Z017EM0232,NAMRIL,Z017,Z017EM0232,NA,14.3
GWAS population,Z017EM0233,NAMRIL,Z017,Z017EM0233,NA,16.3
GWAS population,Z017EM0234,NAMRIL,Z017,Z017EM0234,NA,15.6
GWAS population,Z017EM0235,NAMRIL,Z017,Z017EM0235,NA,14.7
GWAS population,Z017EM0236,NAMRIL,Z017,Z017EM0236,NA,12.9
GWAS population,Z017EM0238,NAMRIL,Z017,Z017EM0238,NA,15.9
GWAS population,Z017EM0239,NAMRIL,Z017,Z017EM0239,NA,16.4
GWAS population,Z017EM0240,NAMRIL,Z017,Z017EM0240,NA,15.5
GWAS population,Z017EM0241,NAMRIL,Z017,Z017EM0241,NA,14.7
GWAS population,Z017EM0244,NAMRIL,Z017,Z017EM0244,NA,13.4
GWAS population,Z017EM0245,NAMRIL,Z017,Z017EM0245,NA,14.7
GWAS population,Z017EM0249,NAMRIL,Z017,Z017EM0249,NA,14.9
GWAS population,Z017EM0251,NAMRIL,Z017,Z017EM0251,NA,14.4
GWAS population,Z017EM0252,NAMRIL,Z017,Z017EM0252,NA,15.9
GWAS population,Z017EM0254,NAMRIL,Z017,Z017EM0254,NA,14.6
GWAS population,Z017EM0257,NAMRIL,Z017,Z017EM0257,NA,13.8
GWAS population,Z017EM0258,NAMRIL,Z017,Z017EM0258,NA,16.6
GWAS population,Z017EM0259,NAMRIL,Z017,Z017EM0259,NA,15.1
GWAS population,Z017EM0260,NAMRIL,Z017,Z017EM0260,NA,12.4
GWAS population,Z017EM0273,NAMRIL,Z017,Z017EM0273,NA,16.5
GWAS population,Z017EM0280,NAMRIL,Z017,Z017EM0280,NA,13
GWAS population,Z017EM0282,NAMRIL,Z017,Z017EM0282,NA,13.3
GWAS population,Z017EM0285,NAMRIL,Z017,Z017EM0285,NA,12.3
GWAS population,Z017EM0289,NAMRIL,Z017,Z017EM0289,NA,12.7
GWAS population,Z017EM0290,NAMRIL,Z017,Z017EM0290,NA,14.6
GWAS population,Z017EM0291,NAMRIL,Z017,Z017EM0291,NA,15.3
GWAS population,Z017EM0293,NAMRIL,Z017,Z017EM0293,NA,13.3
GWAS population,Z017EM0294,NAMRIL,Z017,Z017EM0294,NA,14.5
GWAS population,Z017EM0295,NAMRIL,Z017,Z017EM0295,NA,13.5
GWAS population,Z017EM0300,NAMRIL,Z017,Z017EM0300,NA,14
GWAS population,Z017EM0306,NAMRIL,Z017,Z017EM0306,NA,14
GWAS population,Z017EM0312,NAMRIL,Z017,Z017EM0312,NA,13.9
GWAS population,Z017EM0320,NAMRIL,Z017,Z017EM0320,NA,14.5
GWAS population,Z017EM0324,NAMRIL,Z017,Z017EM0324,NA,13.6
GWAS population,Z017EM0327,NAMRIL,Z017,Z017EM0327,NA,14.6
GWAS population,Z017EM0331,NAMRIL,Z017,Z017EM0331,NA,14.6
GWAS population,Z017EM0334,NAMRIL,Z017,Z017EM0334,NA,15.2
GWAS population,Z017EM0339,NAMRIL,Z017,Z017EM0339,NA,17.1
GWAS population,Z017EM0348,NAMRIL,Z017,Z017EM0348,NA,12
GWAS population,Z017EM0350,NAMRIL,Z017,Z017EM0350,NA,11.7
GWAS population,Z017EM0353,NAMRIL,Z017,Z017EM0353,NA,16.1
GWAS population,Z017EM0358,NAMRIL,Z017,Z017EM0358,NA,15.9
GWAS population,Z017EM0370,NAMRIL,Z017,Z017EM0370,NA,16.1
GWAS population,Z017EM0375,NAMRIL,Z017,Z017EM0375,NA,13.3
GWAS population,Z017EM0376,NAMRIL,Z017,Z017EM0376,NA,12.3
GWAS population,Z017EM0377,NAMRIL,Z017,Z017EM0377,NA,15.2
GWAS population,Z018E0001,NAMRIL,Z018,Z018E0001,NA,14.8
GWAS population,Z018E0002,NAMRIL,Z018,Z018E0002,NA,14.6
GWAS population,Z018E0003,NAMRIL,Z018,Z018E0003,NA,18.3
GWAS population,Z018E0004,NAMRIL,Z018,Z018E0004,NA,14.5
GWAS population,Z018E0005,NAMRIL,Z018,Z018E0005,NA,15.2
GWAS population,Z018E0006,NAMRIL,Z018,Z018E0006,NA,14.5
GWAS population,Z018E0007,NAMRIL,Z018,Z018E0007,NA,15.7
GWAS population,Z018E0008,NAMRIL,Z018,Z018E0008,NA,15.3
GWAS population,Z018E0009,NAMRIL,Z018,Z018E0009,NA,15.2
GWAS population,Z018E0010,NAMRIL,Z018,Z018E0010,NA,19.5
GWAS population,Z018E0011,NAMRIL,Z018,Z018E0011,NA,15.2
GWAS population,Z018E0012,NAMRIL,Z018,Z018E0012,NA,15.7
GWAS population,Z018E0013,NAMRIL,Z018,Z018E0013,NA,15.3
GWAS population,Z018E0014,NAMRIL,Z018,Z018E0014,NA,14.1
GWAS population,Z018E0015,NAMRIL,Z018,Z018E0015,NA,13.6
GWAS population,Z018E0016,NAMRIL,Z018,Z018E0016,NA,17.4
GWAS population,Z018E0017,NAMRIL,Z018,Z018E0017,NA,14.7
GWAS population,Z018E0018,NAMRIL,Z018,Z018E0018,NA,18.6
GWAS population,Z018E0019,NAMRIL,Z018,Z018E0019,NA,16.4
GWAS population,Z018E0020,NAMRIL,Z018,Z018E0020,NA,14.7
GWAS population,Z018E0021,NAMRIL,Z018,Z018E0021,NA,15.9
GWAS population,Z018E0023,NAMRIL,Z018,Z018E0023,NA,15.8
GWAS population,Z018E0024,NAMRIL,Z018,Z018E0024,NA,15.1
GWAS population,Z018E0025,NAMRIL,Z018,Z018E0025,NA,14.9
GWAS population,Z018E0026,NAMRIL,Z018,Z018E0026,NA,17.6
GWAS population,Z018E0027,NAMRIL,Z018,Z018E0027,NA,17.2
GWAS population,Z018E0028,NAMRIL,Z018,Z018E0028,NA,16.1
GWAS population,Z018E0029,NAMRIL,Z018,Z018E0029,NA,15
GWAS population,Z018E0030,NAMRIL,Z018,Z018E0030,NA,17
GWAS population,Z018E0031,NAMRIL,Z018,Z018E0031,NA,15.1
GWAS population,Z018E0032,NAMRIL,Z018,Z018E0032,NA,15
GWAS population,Z018E0033,NAMRIL,Z018,Z018E0033,NA,13.7
GWAS population,Z018E0034,NAMRIL,Z018,Z018E0034,NA,15
GWAS population,Z018E0035,NAMRIL,Z018,Z018E0035,NA,16.5
GWAS population,Z018E0036,NAMRIL,Z018,Z018E0036,NA,15.1
GWAS population,Z018E0038,NAMRIL,Z018,Z018E0038,NA,19.3
GWAS population,Z018E0039,NAMRIL,Z018,Z018E0039,NA,15.6
GWAS population,Z018E0040,NAMRIL,Z018,Z018E0040,NA,12.8
GWAS population,Z018E0041,NAMRIL,Z018,Z018E0041,NA,16.8
GWAS population,Z018E0042,NAMRIL,Z018,Z018E0042,NA,14
GWAS population,Z018E0043,NAMRIL,Z018,Z018E0043,NA,14.9
GWAS population,Z018E0044,NAMRIL,Z018,Z018E0044,NA,15.1
GWAS population,Z018E0045,NAMRIL,Z018,Z018E0045,NA,14.6
GWAS population,Z018E0046,NAMRIL,Z018,Z018E0046,NA,19.2
GWAS population,Z018E0047,NAMRIL,Z018,Z018E0047,NA,18.3
GWAS population,Z018E0048,NAMRIL,Z018,Z018E0048,NA,13.6
GWAS population,Z018E0049,NAMRIL,Z018,Z018E0049,NA,15.2
GWAS population,Z018E0050,NAMRIL,Z018,Z018E0050,NA,16.7
GWAS population,Z018E0051,NAMRIL,Z018,Z018E0051,NA,15.3
GWAS population,Z018E0052,NAMRIL,Z018,Z018E0052,NA,15.3
GWAS population,Z018E0053,NAMRIL,Z018,Z018E0053,NA,15.2
GWAS population,Z018E0054,NAMRIL,Z018,Z018E0054,NA,17
GWAS population,Z018E0055,NAMRIL,Z018,Z018E0055,NA,18.5
GWAS population,Z018E0057,NAMRIL,Z018,Z018E0057,NA,14.7
GWAS population,Z018E0058,NAMRIL,Z018,Z018E0058,NA,14.9
GWAS population,Z018E0059,NAMRIL,Z018,Z018E0059,NA,14.7
GWAS population,Z018E0060,NAMRIL,Z018,Z018E0060,NA,16.5
GWAS population,Z018E0061,NAMRIL,Z018,Z018E0061,NA,14.9
GWAS population,Z018E0063,NAMRIL,Z018,Z018E0063,NA,18.5
GWAS population,Z018E0064,NAMRIL,Z018,Z018E0064,NA,14.1
GWAS population,Z018E0065,NAMRIL,Z018,Z018E0065,NA,17.7
GWAS population,Z018E0066,NAMRIL,Z018,Z018E0066,NA,14.7
GWAS population,Z018E0067,NAMRIL,Z018,Z018E0067,NA,22.2
GWAS population,Z018E0068,NAMRIL,Z018,Z018E0068,NA,15.9
GWAS population,Z018E0069,NAMRIL,Z018,Z018E0069,NA,16.1
GWAS population,Z018E0070,NAMRIL,Z018,Z018E0070,NA,12.3
GWAS population,Z018E0071,NAMRIL,Z018,Z018E0071,NA,17
GWAS population,Z018E0072,NAMRIL,Z018,Z018E0072,NA,16.4
GWAS population,Z018E0073,NAMRIL,Z018,Z018E0073,NA,16.7
GWAS population,Z018E0074,NAMRIL,Z018,Z018E0074,NA,14.6
GWAS population,Z018E0075,NAMRIL,Z018,Z018E0075,NA,15.1
GWAS population,Z018E0076,NAMRIL,Z018,Z018E0076,NA,17.1
GWAS population,Z018E0077,NAMRIL,Z018,Z018E0077,NA,14.8
GWAS population,Z018E0078,NAMRIL,Z018,Z018E0078,NA,19.1
GWAS population,Z018E0079,NAMRIL,Z018,Z018E0079,NA,13
GWAS population,Z018E0080,NAMRIL,Z018,Z018E0080,NA,17.9
GWAS population,Z018E0081,NAMRIL,Z018,Z018E0081,NA,17.5
GWAS population,Z018E0082,NAMRIL,Z018,Z018E0082,NA,17.7
GWAS population,Z018E0083,NAMRIL,Z018,Z018E0083,NA,14.4
GWAS population,Z018E0084,NAMRIL,Z018,Z018E0084,NA,13.4
GWAS population,Z018E0085,NAMRIL,Z018,Z018E0085,NA,14.6
GWAS population,Z018E0086,NAMRIL,Z018,Z018E0086,NA,14.2
GWAS population,Z018E0087,NAMRIL,Z018,Z018E0087,NA,15.9
GWAS population,Z018E0088,NAMRIL,Z018,Z018E0088,NA,16.6
GWAS population,Z018E0089,NAMRIL,Z018,Z018E0089,NA,15.1
GWAS population,Z018E0090,NAMRIL,Z018,Z018E0090,NA,13.8
GWAS population,Z018E0091,NAMRIL,Z018,Z018E0091,NA,16.1
GWAS population,Z018E0092,NAMRIL,Z018,Z018E0092,NA,13.8
GWAS population,Z018E0093,NAMRIL,Z018,Z018E0093,NA,16
GWAS population,Z018E0094,NAMRIL,Z018,Z018E0094,NA,15
GWAS population,Z018E0095,NAMRIL,Z018,Z018E0095,NA,16.4
GWAS population,Z018E0096,NAMRIL,Z018,Z018E0096,NA,15.3
GWAS population,Z018E0097,NAMRIL,Z018,Z018E0097,NA,16.2
GWAS population,Z018E0098,NAMRIL,Z018,Z018E0098,NA,15.1
GWAS population,Z018E0099,NAMRIL,Z018,Z018E0099,NA,12
GWAS population,Z018E0100,NAMRIL,Z018,Z018E0100,NA,16.4
GWAS population,Z018E0101,NAMRIL,Z018,Z018E0101,NA,16.4
GWAS population,Z018E0102,NAMRIL,Z018,Z018E0102,NA,15.1
GWAS population,Z018E0103,NAMRIL,Z018,Z018E0103,NA,12.8
GWAS population,Z018E0104,NAMRIL,Z018,Z018E0104,NA,15.1
GWAS population,Z018E0105,NAMRIL,Z018,Z018E0105,NA,14.9
GWAS population,Z018E0106,NAMRIL,Z018,Z018E0106,NA,17.6
GWAS population,Z018E0107,NAMRIL,Z018,Z018E0107,NA,16.4
GWAS population,Z018E0108,NAMRIL,Z018,Z018E0108,NA,13.8
GWAS population,Z018E0109,NAMRIL,Z018,Z018E0109,NA,14.3
GWAS population,Z018E0110,NAMRIL,Z018,Z018E0110,NA,17.6
GWAS population,Z018E0111,NAMRIL,Z018,Z018E0111,NA,19.5
GWAS population,Z018E0112,NAMRIL,Z018,Z018E0112,NA,15.9
GWAS population,Z018E0113,NAMRIL,Z018,Z018E0113,NA,16.2
GWAS population,Z018E0114,NAMRIL,Z018,Z018E0114,NA,15.7
GWAS population,Z018E0115,NAMRIL,Z018,Z018E0115,NA,16.1
GWAS population,Z018E0116,NAMRIL,Z018,Z018E0116,NA,16
GWAS population,Z018E0117,NAMRIL,Z018,Z018E0117,NA,17.3
GWAS population,Z018E0118,NAMRIL,Z018,Z018E0118,NA,17.2
GWAS population,Z018E0119,NAMRIL,Z018,Z018E0119,NA,16.5
GWAS population,Z018E0120,NAMRIL,Z018,Z018E0120,NA,16
GWAS population,Z018E0121,NAMRIL,Z018,Z018E0121,NA,13.3
GWAS population,Z018E0122,NAMRIL,Z018,Z018E0122,NA,14
GWAS population,Z018E0123,NAMRIL,Z018,Z018E0123,NA,15.7
GWAS population,Z018E0125,NAMRIL,Z018,Z018E0125,NA,17.6
GWAS population,Z018E0126,NAMRIL,Z018,Z018E0126,NA,14.6
GWAS population,Z018E0127,NAMRIL,Z018,Z018E0127,NA,14.8
GWAS population,Z018E0128,NAMRIL,Z018,Z018E0128,NA,15.4
GWAS population,Z018E0129,NAMRIL,Z018,Z018E0129,NA,16.1
GWAS population,Z018E0130,NAMRIL,Z018,Z018E0130,NA,17.1
GWAS population,Z018E0131,NAMRIL,Z018,Z018E0131,NA,17.9
GWAS population,Z018E0132,NAMRIL,Z018,Z018E0132,NA,16.7
GWAS population,Z018E0133,NAMRIL,Z018,Z018E0133,NA,16.6
GWAS population,Z018E0134,NAMRIL,Z018,Z018E0134,NA,12.8
GWAS population,Z018E0135,NAMRIL,Z018,Z018E0135,NA,17.5
GWAS population,Z018E0136,NAMRIL,Z018,Z018E0136,NA,15.7
GWAS population,Z018E0137,NAMRIL,Z018,Z018E0137,NA,17
GWAS population,Z018E0138,NAMRIL,Z018,Z018E0138,NA,16.1
GWAS population,Z018E0139,NAMRIL,Z018,Z018E0139,NA,13.1
GWAS population,Z018E0140,NAMRIL,Z018,Z018E0140,NA,15.7
GWAS population,Z018E0142,NAMRIL,Z018,Z018E0142,NA,17.5
GWAS population,Z018E0143,NAMRIL,Z018,Z018E0143,NA,16.2
GWAS population,Z018E0144,NAMRIL,Z018,Z018E0144,NA,16.1
GWAS population,Z018E0145,NAMRIL,Z018,Z018E0145,NA,16.9
GWAS population,Z018E0146,NAMRIL,Z018,Z018E0146,NA,14.1
GWAS population,Z018E0147,NAMRIL,Z018,Z018E0147,NA,15.1
GWAS population,Z018E0148,NAMRIL,Z018,Z018E0148,NA,15.6
GWAS population,Z018E0149,NAMRIL,Z018,Z018E0149,NA,15.7
GWAS population,Z018E0150,NAMRIL,Z018,Z018E0150,NA,15.8
GWAS population,Z018E0151,NAMRIL,Z018,Z018E0151,NA,16
GWAS population,Z018E0152,NAMRIL,Z018,Z018E0152,NA,17.6
GWAS population,Z018E0153,NAMRIL,Z018,Z018E0153,NA,15.6
GWAS population,Z018E0154,NAMRIL,Z018,Z018E0154,NA,15
GWAS population,Z018E0155,NAMRIL,Z018,Z018E0155,NA,16.8
GWAS population,Z018E0157,NAMRIL,Z018,Z018E0157,NA,14.5
GWAS population,Z018E0158,NAMRIL,Z018,Z018E0158,NA,16.1
GWAS population,Z018E0160,NAMRIL,Z018,Z018E0160,NA,14.6
GWAS population,Z018E0161,NAMRIL,Z018,Z018E0161,NA,15.1
GWAS population,Z018E0162,NAMRIL,Z018,Z018E0162,NA,15.5
GWAS population,Z018E0163,NAMRIL,Z018,Z018E0163,NA,16.2
GWAS population,Z018E0164,NAMRIL,Z018,Z018E0164,NA,16.8
GWAS population,Z018E0165,NAMRIL,Z018,Z018E0165,NA,13.2
GWAS population,Z018E0166,NAMRIL,Z018,Z018E0166,NA,14.7
GWAS population,Z018E0167,NAMRIL,Z018,Z018E0167,NA,15.4
GWAS population,Z018E0168,NAMRIL,Z018,Z018E0168,NA,15.4
GWAS population,Z018E0169,NAMRIL,Z018,Z018E0169,NA,15.4
GWAS population,Z018E0170,NAMRIL,Z018,Z018E0170,NA,13.7
GWAS population,Z018E0171,NAMRIL,Z018,Z018E0171,NA,15.9
GWAS population,Z018E0172,NAMRIL,Z018,Z018E0172,NA,18.1
GWAS population,Z018E0173,NAMRIL,Z018,Z018E0173,NA,18.4
GWAS population,Z018E0174,NAMRIL,Z018,Z018E0174,NA,13.6
GWAS population,Z018E0175,NAMRIL,Z018,Z018E0175,NA,15.3
GWAS population,Z018E0176,NAMRIL,Z018,Z018E0176,NA,18.9
GWAS population,Z018E0177,NAMRIL,Z018,Z018E0177,NA,14.2
GWAS population,Z018E0178,NAMRIL,Z018,Z018E0178,NA,15.8
GWAS population,Z018E0179,NAMRIL,Z018,Z018E0179,NA,13.5
GWAS population,Z018E0180,NAMRIL,Z018,Z018E0180,NA,16.2
GWAS population,Z018E0181,NAMRIL,Z018,Z018E0181,NA,17.1
GWAS population,Z018E0182,NAMRIL,Z018,Z018E0182,NA,15
GWAS population,Z018E0183,NAMRIL,Z018,Z018E0183,NA,14.4
GWAS population,Z018E0184,NAMRIL,Z018,Z018E0184,NA,17.9
GWAS population,Z018E0185,NAMRIL,Z018,Z018E0185,NA,15.2
GWAS population,Z018E0186,NAMRIL,Z018,Z018E0186,NA,16.6
GWAS population,Z018E0187,NAMRIL,Z018,Z018E0187,NA,13.6
GWAS population,Z018E0188,NAMRIL,Z018,Z018E0188,NA,14.9
GWAS population,Z018E0189,NAMRIL,Z018,Z018E0189,NA,16.7
GWAS population,Z018E0190,NAMRIL,Z018,Z018E0190,NA,16
GWAS population,Z018E0191,NAMRIL,Z018,Z018E0191,NA,16.1
GWAS population,Z018E0192,NAMRIL,Z018,Z018E0192,NA,14
GWAS population,Z018E0193,NAMRIL,Z018,Z018E0193,NA,14.3
GWAS population,Z018E0194,NAMRIL,Z018,Z018E0194,NA,14.6
GWAS population,Z018E0195,NAMRIL,Z018,Z018E0195,NA,15.4
GWAS population,Z018E0196,NAMRIL,Z018,Z018E0196,NA,15
GWAS population,Z018E0197,NAMRIL,Z018,Z018E0197,NA,17.1
GWAS population,Z018E0198,NAMRIL,Z018,Z018E0198,NA,13
GWAS population,Z018E0199,NAMRIL,Z018,Z018E0199,NA,16.9
GWAS population,Z018E0200,NAMRIL,Z018,Z018E0200,NA,15.8
GWAS population,Z019E0002,NAMRIL,Z019,Z019E0002,NA,16.2
GWAS population,Z019E0003,NAMRIL,Z019,Z019E0003,NA,17.4
GWAS population,Z019E0004,NAMRIL,Z019,Z019E0004,NA,14.4
GWAS population,Z019E0005,NAMRIL,Z019,Z019E0005,NA,16
GWAS population,Z019E0006,NAMRIL,Z019,Z019E0006,NA,15.7
GWAS population,Z019E0007,NAMRIL,Z019,Z019E0007,NA,14.4
GWAS population,Z019E0008,NAMRIL,Z019,Z019E0008,NA,16.8
GWAS population,Z019E0009,NAMRIL,Z019,Z019E0009,NA,15.8
GWAS population,Z019E0010,NAMRIL,Z019,Z019E0010,NA,14.3
GWAS population,Z019E0011,NAMRIL,Z019,Z019E0011,NA,15.5
GWAS population,Z019E0012,NAMRIL,Z019,Z019E0012,NA,20.7
GWAS population,Z019E0013,NAMRIL,Z019,Z019E0013,NA,15.1
GWAS population,Z019E0014,NAMRIL,Z019,Z019E0014,NA,14.2
GWAS population,Z019E0015,NAMRIL,Z019,Z019E0015,NA,15
GWAS population,Z019E0016,NAMRIL,Z019,Z019E0016,NA,16.4
GWAS population,Z019E0017,NAMRIL,Z019,Z019E0017,NA,14.9
GWAS population,Z019E0018,NAMRIL,Z019,Z019E0018,NA,15.7
GWAS population,Z019E0019,NAMRIL,Z019,Z019E0019,NA,15.4
GWAS population,Z019E0020,NAMRIL,Z019,Z019E0020,NA,15.1
GWAS population,Z019E0021,NAMRIL,Z019,Z019E0021,NA,16.9
GWAS population,Z019E0022,NAMRIL,Z019,Z019E0022,NA,14.7
GWAS population,Z019E0023,NAMRIL,Z019,Z019E0023,NA,15.1
GWAS population,Z019E0024,NAMRIL,Z019,Z019E0024,NA,15.5
GWAS population,Z019E0025,NAMRIL,Z019,Z019E0025,NA,15.7
GWAS population,Z019E0026,NAMRIL,Z019,Z019E0026,NA,15.4
GWAS population,Z019E0027,NAMRIL,Z019,Z019E0027,NA,13.5
GWAS population,Z019E0028,NAMRIL,Z019,Z019E0028,NA,16.1
GWAS population,Z019E0029,NAMRIL,Z019,Z019E0029,NA,13.8
GWAS population,Z019E0030,NAMRIL,Z019,Z019E0030,NA,15.1
GWAS population,Z019E0031,NAMRIL,Z019,Z019E0031,NA,16.7
GWAS population,Z019E0032,NAMRIL,Z019,Z019E0032,NA,14.6
GWAS population,Z019E0033,NAMRIL,Z019,Z019E0033,NA,15.4
GWAS population,Z019E0034,NAMRIL,Z019,Z019E0034,NA,15.3
GWAS population,Z019E0035,NAMRIL,Z019,Z019E0035,NA,12.9
GWAS population,Z019E0036,NAMRIL,Z019,Z019E0036,NA,15.8
GWAS population,Z019E0037,NAMRIL,Z019,Z019E0037,NA,14.7
GWAS population,Z019E0038,NAMRIL,Z019,Z019E0038,NA,14.4
GWAS population,Z019E0039,NAMRIL,Z019,Z019E0039,NA,15.4
GWAS population,Z019E0040,NAMRIL,Z019,Z019E0040,NA,16.2
GWAS population,Z019E0041,NAMRIL,Z019,Z019E0041,NA,14.9
GWAS population,Z019E0042,NAMRIL,Z019,Z019E0042,NA,13.7
GWAS population,Z019E0043,NAMRIL,Z019,Z019E0043,NA,16.7
GWAS population,Z019E0044,NAMRIL,Z019,Z019E0044,NA,16.5
GWAS population,Z019E0045,NAMRIL,Z019,Z019E0045,NA,15.6
GWAS population,Z019E0046,NAMRIL,Z019,Z019E0046,NA,16.8
