Genotype,Population,Subpopulation,KRN
Z007E0100,NAMRIL,Z007,14.4
Z007E0101,NAMRIL,Z007,13.3
Z007E0102,NAMRIL,Z007,10.8
Z007E0103,NAMRIL,Z007,12.1
Z007E0104,NAMRIL,Z007,16.2
Z007E0105,NAMRIL,Z007,12.2
Z007E0106,NAMRIL,Z007,12.3
Z007E0107,NAMRIL,Z007,15.9
Z007E0108,NAMRIL,Z007,14
Z007E0109,NAMRIL,Z007,12.7
Z007E0110,NAMRIL,Z007,14
Z007E0111,NAMRIL,Z007,13.2
Z007E0112,NAMRIL,Z007,13.5
Z007E0114,NAMRIL,Z007,14.4
Z007E0115,NAMRIL,Z007,13.7
Z007E0116,NAMRIL,Z007,14.6
Z007E0117,NAMRIL,Z007,14.1
Z007E0118,NAMRIL,Z007,13.8
Z007E0119,NAMRIL,Z007,14.5
Z007E0120,NAMRIL,Z007,15.1
Z007E0121,NAMRIL,Z007,12.9
Z007E0122,NAMRIL,Z007,17.5
Z007E0123,NAMRIL,Z007,13.7
Z007E0124,NAMRIL,Z007,12.6
Z007E0125,NAMRIL,Z007,12.8
Z007E0126,NAMRIL,Z007,15.8
Z007E0127,NAMRIL,Z007,16.1
Z007E0128,NAMRIL,Z007,13.7
Z007E0129,NAMRIL,Z007,12.9
Z007E0130,NAMRIL,Z007,15.4
Z007E0131,NAMRIL,Z007,14.2
Z007E0132,NAMRIL,Z007,14.2
Z007E0133,NAMRIL,Z007,16.5
Z007E0134,NAMRIL,Z007,13.9
Z007E0135,NAMRIL,Z007,12
Z007E0136,NAMRIL,Z007,13.3
Z007E0137,NAMRIL,Z007,13.9
Z007E0138,NAMRIL,Z007,12.9
Z007E0139,NAMRIL,Z007,12.5
Z007E0140,NAMRIL,Z007,15.7
Z007E0141,NAMRIL,Z007,14.9
Z007E0142,NAMRIL,Z007,13.2
Z007E0143,NAMRIL,Z007,13.3
Z007E0144,NAMRIL,Z007,12.6
Z007E0145,NAMRIL,Z007,12.7
Z007E0146,NAMRIL,Z007,15
Z007E0147,NAMRIL,Z007,16.1
Z007E0148,NAMRIL,Z007,13
Z007E0149,NAMRIL,Z007,14.9
Z007E0150,NAMRIL,Z007,14.6
Z007E0151,NAMRIL,Z007,15.2
Z007E0152,NAMRIL,Z007,13.2
Z007E0153,NAMRIL,Z007,13.4
Z007E0154,NAMRIL,Z007,13.6
Z007E0155,NAMRIL,Z007,12.3
Z007E0156,NAMRIL,Z007,14.3
Z007E0157,NAMRIL,Z007,12.9
Z007E0158,NAMRIL,Z007,14.1
Z007E0159,NAMRIL,Z007,13.9
Z007E0160,NAMRIL,Z007,13.9
Z007E0161,NAMRIL,Z007,13.5
Z007E0162,NAMRIL,Z007,12.1
Z007E0163,NAMRIL,Z007,15.8
Z007E0164,NAMRIL,Z007,15
Z007E0165,NAMRIL,Z007,14.3
Z007E0166,NAMRIL,Z007,14.5
Z007E0167,NAMRIL,Z007,15.5
Z007E0168,NAMRIL,Z007,15.1
Z007E0169,NAMRIL,Z007,15.8
Z007E0170,NAMRIL,Z007,15.1
Z007E0171,NAMRIL,Z007,12.2
Z007E0172,NAMRIL,Z007,15.5
Z007E0173,NAMRIL,Z007,14.9
Z007E0174,NAMRIL,Z007,14.8
Z007E0175,NAMRIL,Z007,15.9
Z007E0176,NAMRIL,Z007,16.8
Z007E0177,NAMRIL,Z007,11.8
Z007E0178,NAMRIL,Z007,12.6
Z007E0179,NAMRIL,Z007,15
Z007E0180,NAMRIL,Z007,14
Z007E0181,NAMRIL,Z007,12.2
Z007E0182,NAMRIL,Z007,13.7
Z007E0183,NAMRIL,Z007,14.4
Z007E0184,NAMRIL,Z007,15.9
Z007E0185,NAMRIL,Z007,12.9
Z007E0186,NAMRIL,Z007,12.7
Z007E0187,NAMRIL,Z007,13.2
Z007E0188,NAMRIL,Z007,13
Z007E0189,NAMRIL,Z007,13.4
Z007E0191,NAMRIL,Z007,12
Z007E0192,NAMRIL,Z007,12.1
Z007E0193,NAMRIL,Z007,16.9
Z007E0194,NAMRIL,Z007,12.6
Z007E0195,NAMRIL,Z007,13.9
Z007E0196,NAMRIL,Z007,12
Z007E0197,NAMRIL,Z007,14
Z007E0198,NAMRIL,Z007,12.9
Z007E0199,NAMRIL,Z007,14.3
Z007E0200,NAMRIL,Z007,14.4
Z008E0001,NAMRIL,Z008,14.7
Z008E0002,NAMRIL,Z008,14.9
Z008E0003,NAMRIL,Z008,11.4
Z008E0004,NAMRIL,Z008,13.2
Z008E0005,NAMRIL,Z008,16.1
Z008E0006,NAMRIL,Z008,16.7
Z008E0007,NAMRIL,Z008,15.9
Z008E0008,NAMRIL,Z008,15.2
Z008E0009,NAMRIL,Z008,13.9
Z008E0010,NAMRIL,Z008,12.3
Z008E0011,NAMRIL,Z008,12.9
Z008E0012,NAMRIL,Z008,14
Z008E0013,NAMRIL,Z008,12.9
Z008E0014,NAMRIL,Z008,11.4
Z008E0015,NAMRIL,Z008,11.8
Z008E0016,NAMRIL,Z008,13.9
Z008E0017,NAMRIL,Z008,11.6
Z008E0018,NAMRIL,Z008,14.9
Z008E0019,NAMRIL,Z008,13.6
Z008E0020,NAMRIL,Z008,16.5
Z008E0021,NAMRIL,Z008,15.6
Z008E0022,NAMRIL,Z008,11.7
Z008E0023,NAMRIL,Z008,13.5
Z008E0024,NAMRIL,Z008,11.6
Z008E0025,NAMRIL,Z008,15.9
Z008E0026,NAMRIL,Z008,17.6
Z008E0027,NAMRIL,Z008,14.7
Z008E0028,NAMRIL,Z008,12.1
Z008E0029,NAMRIL,Z008,15.4
Z008E0030,NAMRIL,Z008,13.7
Z008E0031,NAMRIL,Z008,12.9
Z008E0032,NAMRIL,Z008,12.9
Z008E0033,NAMRIL,Z008,13.6
Z008E0034,NAMRIL,Z008,12.4
Z008E0035,NAMRIL,Z008,14
Z008E0036,NAMRIL,Z008,16.1
Z008E0037,NAMRIL,Z008,12.1
Z008E0038,NAMRIL,Z008,16.7
Z008E0039,NAMRIL,Z008,12.6
Z008E0040,NAMRIL,Z008,13.7
Z008E0041,NAMRIL,Z008,12.6
Z008E0042,NAMRIL,Z008,15.1
Z008E0044,NAMRIL,Z008,13.1
Z008E0045,NAMRIL,Z008,13.1
Z008E0046,NAMRIL,Z008,16
Z008E0047,NAMRIL,Z008,14.8
Z008E0048,NAMRIL,Z008,14
Z008E0049,NAMRIL,Z008,13.2
Z008E0050,NAMRIL,Z008,10.3
Z008E0051,NAMRIL,Z008,14.1
Z008E0052,NAMRIL,Z008,14.3
Z008E0053,NAMRIL,Z008,13.1
Z008E0054,NAMRIL,Z008,13.8
Z008E0055,NAMRIL,Z008,18.9
Z008E0056,NAMRIL,Z008,14.2
Z008E0057,NAMRIL,Z008,14.5
Z008E0058,NAMRIL,Z008,16
Z008E0059,NAMRIL,Z008,12.5
Z008E0060,NAMRIL,Z008,10.2
Z008E0061,NAMRIL,Z008,16.1
Z008E0062,NAMRIL,Z008,14.6
Z008E0063,NAMRIL,Z008,13.4
Z008E0064,NAMRIL,Z008,15.9
Z008E0065,NAMRIL,Z008,13.8
Z008E0066,NAMRIL,Z008,11.6
Z008E0067,NAMRIL,Z008,14.3
Z008E0068,NAMRIL,Z008,14.3
Z008E0069,NAMRIL,Z008,14.7
Z008E0070,NAMRIL,Z008,13.1
Z008E0071,NAMRIL,Z008,13.6
Z008E0072,NAMRIL,Z008,12.9
Z008E0073,NAMRIL,Z008,14.4
Z008E0074,NAMRIL,Z008,12.8
Z008E0075,NAMRIL,Z008,13
Z008E0076,NAMRIL,Z008,14.6
Z008E0077,NAMRIL,Z008,12.2
Z008E0078,NAMRIL,Z008,13.3
Z008E0079,NAMRIL,Z008,11.7
Z008E0080,NAMRIL,Z008,13.9
Z008E0081,NAMRIL,Z008,13.1
Z008E0082,NAMRIL,Z008,12.1
Z008E0083,NAMRIL,Z008,15.7
Z008E0084,NAMRIL,Z008,18.9
Z008E0085,NAMRIL,Z008,16.5
Z008E0086,NAMRIL,Z008,12.8
Z008E0087,NAMRIL,Z008,13.7
Z008E0088,NAMRIL,Z008,16.8
Z008E0090,NAMRIL,Z008,13
Z008E0091,NAMRIL,Z008,17.6
Z008E0092,NAMRIL,Z008,13.2
Z008E0093,NAMRIL,Z008,14.5
Z008E0094,NAMRIL,Z008,12.4
Z008E0095,NAMRIL,Z008,12.7
Z008E0096,NAMRIL,Z008,15.8
Z008E0097,NAMRIL,Z008,13.9
Z008E0098,NAMRIL,Z008,15.1
Z008E0099,NAMRIL,Z008,15
Z008E0100,NAMRIL,Z008,14.5
Z008E0101,NAMRIL,Z008,12.9
Z008E0102,NAMRIL,Z008,12.5
Z008E0103,NAMRIL,Z008,15.4
Z008E0104,NAMRIL,Z008,13.4
Z008E0105,NAMRIL,Z008,13.2
Z008E0106,NAMRIL,Z008,12.3
Z008E0107,NAMRIL,Z008,13.8
Z008E0108,NAMRIL,Z008,16.6
Z008E0109,NAMRIL,Z008,13.2
Z008E0110,NAMRIL,Z008,12.5
Z008E0111,NAMRIL,Z008,13.8
Z008E0112,NAMRIL,Z008,13.7
Z008E0113,NAMRIL,Z008,16.5
Z008E0114,NAMRIL,Z008,14.9
Z008E0115,NAMRIL,Z008,16.8
Z008E0116,NAMRIL,Z008,13.8
Z008E0117,NAMRIL,Z008,17.6
Z008E0118,NAMRIL,Z008,11.7
Z008E0119,NAMRIL,Z008,13.4
Z008E0120,NAMRIL,Z008,14.3
Z008E0121,NAMRIL,Z008,12.7
Z008E0122,NAMRIL,Z008,14.4
Z008E0123,NAMRIL,Z008,16.3
Z008E0124,NAMRIL,Z008,13.6
Z008E0125,NAMRIL,Z008,12.4
Z008E0126,NAMRIL,Z008,14.7
Z008E0127,NAMRIL,Z008,14.1
Z008E0128,NAMRIL,Z008,19.2
Z008E0129,NAMRIL,Z008,16.1
Z008E0130,NAMRIL,Z008,11.9
Z008E0131,NAMRIL,Z008,12.2
Z008E0132,NAMRIL,Z008,15.8
Z008E0133,NAMRIL,Z008,15.1
Z008E0134,NAMRIL,Z008,14.4
Z008E0135,NAMRIL,Z008,14.6
Z008E0136,NAMRIL,Z008,13.5
Z008E0137,NAMRIL,Z008,15.1
Z008E0139,NAMRIL,Z008,15.8
Z008E0140,NAMRIL,Z008,12.5
Z008E0141,NAMRIL,Z008,13.9
Z008E0142,NAMRIL,Z008,14.6
Z008E0144,NAMRIL,Z008,12.8
Z008E0145,NAMRIL,Z008,15.4
Z008E0146,NAMRIL,Z008,13
Z008E0147,NAMRIL,Z008,13.1
Z008E0148,NAMRIL,Z008,11.5
Z008E0149,NAMRIL,Z008,13.2
Z008E0150,NAMRIL,Z008,15
Z008E0151,NAMRIL,Z008,12.3
Z008E0152,NAMRIL,Z008,12.7
Z008E0153,NAMRIL,Z008,13.4
Z008E0154,NAMRIL,Z008,15.9
Z008E0155,NAMRIL,Z008,11.3
Z008E0156,NAMRIL,Z008,13.4
Z008E0157,NAMRIL,Z008,15.8
Z008E0158,NAMRIL,Z008,12.9
Z008E0159,NAMRIL,Z008,15
Z008E0160,NAMRIL,Z008,15.1
Z008E0161,NAMRIL,Z008,12.8
Z008E0162,NAMRIL,Z008,12
Z008E0163,NAMRIL,Z008,11.4
Z008E0164,NAMRIL,Z008,13.9
Z008E0165,NAMRIL,Z008,14.3
Z008E0166,NAMRIL,Z008,13.9
Z008E0167,NAMRIL,Z008,13.3
Z008E0168,NAMRIL,Z008,13.7
Z008E0169,NAMRIL,Z008,13.1
Z008E0170,NAMRIL,Z008,11.7
Z008E0171,NAMRIL,Z008,13.9
Z008E0172,NAMRIL,Z008,14.3
Z008E0173,NAMRIL,Z008,16.5
Z008E0174,NAMRIL,Z008,13.3
Z008E0175,NAMRIL,Z008,14
Z008E0176,NAMRIL,Z008,14.5
Z008E0177,NAMRIL,Z008,14.5
Z008E0178,NAMRIL,Z008,15.3
Z008E0179,NAMRIL,Z008,16.2
Z008E0180,NAMRIL,Z008,15.3
Z008E0181,NAMRIL,Z008,13.8
Z008E0182,NAMRIL,Z008,12.6
Z008E0183,NAMRIL,Z008,13
Z008E0184,NAMRIL,Z008,12.7
Z008E0185,NAMRIL,Z008,14
Z008E0186,NAMRIL,Z008,9.8
Z008E0187,NAMRIL,Z008,14.3
Z008E0188,NAMRIL,Z008,14.8
Z008E0189,NAMRIL,Z008,13.6
Z008E0190,NAMRIL,Z008,13.3
Z008E0191,NAMRIL,Z008,15
Z008E0192,NAMRIL,Z008,12.1
Z008E0193,NAMRIL,Z008,15.4
Z008E0194,NAMRIL,Z008,12.6
Z008E0195,NAMRIL,Z008,12.1
Z008E0196,NAMRIL,Z008,14.7
Z008E0197,NAMRIL,Z008,13.2
Z008E0198,NAMRIL,Z008,13.9
Z008E0199,NAMRIL,Z008,16.5
Z008E0200,NAMRIL,Z008,12.3
Z009E0001,NAMRIL,Z009,13.8
Z009E0002,NAMRIL,Z009,12.7
Z009E0003,NAMRIL,Z009,14.3
Z009E0004,NAMRIL,Z009,12.5
Z009E0005,NAMRIL,Z009,11.3
Z009E0007,NAMRIL,Z009,12.3
Z009E0008,NAMRIL,Z009,15.2
Z009E0009,NAMRIL,Z009,12.5
Z009E0010,NAMRIL,Z009,14.1
Z009E0012,NAMRIL,Z009,14.5
Z009E0013,NAMRIL,Z009,12.5
Z009E0014,NAMRIL,Z009,14.7
Z009E0015,NAMRIL,Z009,13.3
Z009E0016,NAMRIL,Z009,12.6
Z009E0017,NAMRIL,Z009,10.9
Z009E0018,NAMRIL,Z009,14.3
Z009E0019,NAMRIL,Z009,12.5
Z009E0020,NAMRIL,Z009,11.6
Z009E0021,NAMRIL,Z009,12.2
Z009E0022,NAMRIL,Z009,16.1
Z009E0023,NAMRIL,Z009,13.8
Z009E0024,NAMRIL,Z009,14.3
Z009E0025,NAMRIL,Z009,14.8
Z009E0026,NAMRIL,Z009,12.8
Z009E0027,NAMRIL,Z009,15
Z009E0028,NAMRIL,Z009,13.1
Z009E0029,NAMRIL,Z009,13.2
Z009E0030,NAMRIL,Z009,15.3
Z009E0031,NAMRIL,Z009,13.6
Z009E0032,NAMRIL,Z009,13
Z009E0033,NAMRIL,Z009,12.4
Z009E0034,NAMRIL,Z009,15.3
Z009E0035,NAMRIL,Z009,16
Z009E0036,NAMRIL,Z009,14.8
Z009E0037,NAMRIL,Z009,14
Z009E0038,NAMRIL,Z009,14.3
Z009E0039,NAMRIL,Z009,18.2
Z009E0040,NAMRIL,Z009,14.5
Z009E0041,NAMRIL,Z009,14.2
Z009E0042,NAMRIL,Z009,14.1
Z009E0043,NAMRIL,Z009,14.9
Z009E0044,NAMRIL,Z009,12
Z009E0045,NAMRIL,Z009,11.3
Z009E0047,NAMRIL,Z009,12.2
Z009E0048,NAMRIL,Z009,14.9
Z009E0049,NAMRIL,Z009,16.3
Z009E0050,NAMRIL,Z009,13.5
Z009E0051,NAMRIL,Z009,16.5
Z009E0052,NAMRIL,Z009,14.6
Z009E0053,NAMRIL,Z009,13.7
Z009E0054,NAMRIL,Z009,11.7
Z009E0055,NAMRIL,Z009,14.4
Z009E0056,NAMRIL,Z009,11.7
Z009E0057,NAMRIL,Z009,13.7
Z009E0058,NAMRIL,Z009,12.1
Z009E0059,NAMRIL,Z009,12.5
Z009E0060,NAMRIL,Z009,12.9
Z009E0061,NAMRIL,Z009,12.1
Z009E0062,NAMRIL,Z009,13.9
Z009E0063,NAMRIL,Z009,15.8
Z009E0064,NAMRIL,Z009,11.4
Z009E0065,NAMRIL,Z009,12
Z009E0066,NAMRIL,Z009,15.8
Z009E0067,NAMRIL,Z009,13.7
Z009E0068,NAMRIL,Z009,11.6
Z009E0069,NAMRIL,Z009,14.3
Z009E0070,NAMRIL,Z009,12
Z009E0071,NAMRIL,Z009,10.9
Z009E0072,NAMRIL,Z009,14.7
Z009E0073,NAMRIL,Z009,12.4
Z009E0074,NAMRIL,Z009,13.9
Z009E0075,NAMRIL,Z009,13.1
Z009E0076,NAMRIL,Z009,12.4
Z009E0077,NAMRIL,Z009,15.2
Z009E0078,NAMRIL,Z009,12.8
Z009E0079,NAMRIL,Z009,12
Z009E0080,NAMRIL,Z009,12.6
Z009E0082,NAMRIL,Z009,13
Z009E0083,NAMRIL,Z009,9.1
Z009E0084,NAMRIL,Z009,15.1
Z009E0085,NAMRIL,Z009,12.4
Z009E0086,NAMRIL,Z009,12.2
Z009E0087,NAMRIL,Z009,13.1
Z009E0088,NAMRIL,Z009,11.9
Z009E0089,NAMRIL,Z009,13.4
Z009E0090,NAMRIL,Z009,10.7
Z009E0091,NAMRIL,Z009,14.3
Z009E0092,NAMRIL,Z009,15.2
Z009E0093,NAMRIL,Z009,13.2
Z009E0094,NAMRIL,Z009,13.3
Z009E0095,NAMRIL,Z009,13.2
Z009E0096,NAMRIL,Z009,14.5
Z009E0097,NAMRIL,Z009,13.2
Z009E0098,NAMRIL,Z009,13.7
Z009E0099,NAMRIL,Z009,13.5
Z009E0100,NAMRIL,Z009,12.5
Z009E0101,NAMRIL,Z009,12.3
Z009E0102,NAMRIL,Z009,11.4
Z009E0103,NAMRIL,Z009,13.4
Z009E0104,NAMRIL,Z009,11.8
Z009E0105,NAMRIL,Z009,16.2
Z009E0106,NAMRIL,Z009,13.5
Z009E0107,NAMRIL,Z009,16
Z009E0108,NAMRIL,Z009,13.4
Z009E0109,NAMRIL,Z009,14.6
Z009E0110,NAMRIL,Z009,11.4
Z009E0111,NAMRIL,Z009,12
Z009E0112,NAMRIL,Z009,13.9
Z009E0113,NAMRIL,Z009,14
Z009E0114,NAMRIL,Z009,13.4
Z009E0115,NAMRIL,Z009,13
Z009E0116,NAMRIL,Z009,11.6
Z009E0117,NAMRIL,Z009,11.6
Z009E0118,NAMRIL,Z009,13.4
Z009E0119,NAMRIL,Z009,11.8
Z009E0120,NAMRIL,Z009,14.1
Z009E0121,NAMRIL,Z009,13.6
Z009E0122,NAMRIL,Z009,14.2
Z009E0123,NAMRIL,Z009,11.4
Z009E0124,NAMRIL,Z009,14.6
Z009E0125,NAMRIL,Z009,11.6
Z009E0126,NAMRIL,Z009,11.8
Z009E0127,NAMRIL,Z009,13.1
Z009E0128,NAMRIL,Z009,14.1
Z009E0129,NAMRIL,Z009,16.2
Z009E0130,NAMRIL,Z009,11.5
Z009E0131,NAMRIL,Z009,13.3
Z009E0132,NAMRIL,Z009,14.1
Z009E0133,NAMRIL,Z009,14.1
Z009E0134,NAMRIL,Z009,12.7
Z009E0135,NAMRIL,Z009,16
Z009E0136,NAMRIL,Z009,14.2
Z009E0137,NAMRIL,Z009,15.4
Z009E0138,NAMRIL,Z009,12.5
Z009E0139,NAMRIL,Z009,13.2
Z009E0140,NAMRIL,Z009,16.8
Z009E0141,NAMRIL,Z009,12.3
Z009E0142,NAMRIL,Z009,13
Z009E0143,NAMRIL,Z009,13.9
Z009E0144,NAMRIL,Z009,11.5
Z009E0145,NAMRIL,Z009,11.6
Z009E0146,NAMRIL,Z009,14.4
Z009E0147,NAMRIL,Z009,15
Z009E0149,NAMRIL,Z009,12.3
Z009E0150,NAMRIL,Z009,14.5
Z009E0151,NAMRIL,Z009,13.3
Z009E0152,NAMRIL,Z009,13.7
Z009E0153,NAMRIL,Z009,12.7
Z009E0154,NAMRIL,Z009,15.2
Z009E0155,NAMRIL,Z009,13.7
Z009E0156,NAMRIL,Z009,16.8
Z009E0157,NAMRIL,Z009,14.5
Z009E0158,NAMRIL,Z009,12
Z009E0159,NAMRIL,Z009,12.9
Z009E0161,NAMRIL,Z009,11.8
Z009E0162,NAMRIL,Z009,13.6
Z009E0163,NAMRIL,Z009,14.8
Z009E0164,NAMRIL,Z009,14.1
Z009E0165,NAMRIL,Z009,12.4
Z009E0166,NAMRIL,Z009,14.6
Z009E0167,NAMRIL,Z009,13.5
Z009E0168,NAMRIL,Z009,16.2
Z009E0169,NAMRIL,Z009,14.5
Z009E0170,NAMRIL,Z009,13.4
Z009E0171,NAMRIL,Z009,13.5
Z009E0173,NAMRIL,Z009,16.6
Z009E0174,NAMRIL,Z009,13.2
Z009E0175,NAMRIL,Z009,14.5
Z009E0176,NAMRIL,Z009,18.3
Z009E0177,NAMRIL,Z009,12.2
Z009E0178,NAMRIL,Z009,13.7
Z009E0179,NAMRIL,Z009,15.8
Z009E0180,NAMRIL,Z009,14.1
Z009E0181,NAMRIL,Z009,12.3
Z009E0182,NAMRIL,Z009,12.5
Z009E0183,NAMRIL,Z009,17
Z009E0184,NAMRIL,Z009,16.3
Z009E0186,NAMRIL,Z009,13
Z009E0187,NAMRIL,Z009,14.1
Z009E0190,NAMRIL,Z009,12.9
Z009E0191,NAMRIL,Z009,12.3
Z009E0192,NAMRIL,Z009,13.6
Z009E0193,NAMRIL,Z009,15.7
Z009E0194,NAMRIL,Z009,14.3
Z009E0196,NAMRIL,Z009,13.4
Z009E0197,NAMRIL,Z009,14.2
Z009E0198,NAMRIL,Z009,14.7
Z009E0199,NAMRIL,Z009,13.5
Z009E0200,NAMRIL,Z009,13.3
Z010E0001,NAMRIL,Z010,15.2
Z010E0002,NAMRIL,Z010,14.8
Z010E0003,NAMRIL,Z010,12.9
Z010E0004,NAMRIL,Z010,13.6
Z010E0006,NAMRIL,Z010,14.1
Z010E0007,NAMRIL,Z010,16.1
Z010E0008,NAMRIL,Z010,14.1
Z010E0009,NAMRIL,Z010,13.5
Z010E0010,NAMRIL,Z010,17.1
Z010E0011,NAMRIL,Z010,13.1
Z010E0012,NAMRIL,Z010,17
Z010E0013,NAMRIL,Z010,14.8
Z010E0015,NAMRIL,Z010,14.9
Z010E0016,NAMRIL,Z010,16.1
Z010E0017,NAMRIL,Z010,12.5
Z010E0018,NAMRIL,Z010,16.6
Z010E0019,NAMRIL,Z010,13.3
Z010E0020,NAMRIL,Z010,17.1
Z010E0021,NAMRIL,Z010,11.2
Z010E0022,NAMRIL,Z010,12.6
Z010E0023,NAMRIL,Z010,14.9
Z010E0024,NAMRIL,Z010,13.9
Z010E0025,NAMRIL,Z010,15
Z010E0026,NAMRIL,Z010,15.4
Z010E0027,NAMRIL,Z010,14.8
Z010E0028,NAMRIL,Z010,13.4
Z010E0029,NAMRIL,Z010,12
Z010E0030,NAMRIL,Z010,15.2
Z010E0032,NAMRIL,Z010,13.9
Z010E0033,NAMRIL,Z010,12.8
Z010E0034,NAMRIL,Z010,12
Z010E0035,NAMRIL,Z010,12.8
Z010E0036,NAMRIL,Z010,11.5
Z010E0037,NAMRIL,Z010,15.9
Z010E0038,NAMRIL,Z010,13.5
Z010E0039,NAMRIL,Z010,12.5
Z010E0040,NAMRIL,Z010,12.5
Z010E0041,NAMRIL,Z010,16.2
Z010E0042,NAMRIL,Z010,13.6
Z010E0043,NAMRIL,Z010,13
Z010E0044,NAMRIL,Z010,13.7
Z010E0045,NAMRIL,Z010,13.5
Z010E0046,NAMRIL,Z010,15
Z010E0047,NAMRIL,Z010,16.8
Z010E0048,NAMRIL,Z010,14.7
Z010E0049,NAMRIL,Z010,13.6
Z010E0050,NAMRIL,Z010,15.4
Z010E0051,NAMRIL,Z010,13
Z010E0052,NAMRIL,Z010,12
Z010E0053,NAMRIL,Z010,14.5
Z010E0054,NAMRIL,Z010,14
Z010E0055,NAMRIL,Z010,13.6
Z010E0056,NAMRIL,Z010,15.6
Z010E0057,NAMRIL,Z010,11.3
Z010E0058,NAMRIL,Z010,13
Z010E0059,NAMRIL,Z010,14
Z010E0060,NAMRIL,Z010,12.5
Z010E0061,NAMRIL,Z010,17.6
Z010E0062,NAMRIL,Z010,13.1
Z010E0063,NAMRIL,Z010,13.5
Z010E0064,NAMRIL,Z010,13
Z010E0065,NAMRIL,Z010,14
Z010E0066,NAMRIL,Z010,13.3
Z010E0067,NAMRIL,Z010,12.7
Z010E0068,NAMRIL,Z010,14
Z010E0069,NAMRIL,Z010,14.4
Z010E0070,NAMRIL,Z010,14.2
Z010E0071,NAMRIL,Z010,16.3
Z010E0072,NAMRIL,Z010,15.8
Z010E0073,NAMRIL,Z010,16.5
Z010E0074,NAMRIL,Z010,15.6
Z010E0075,NAMRIL,Z010,15.8
Z010E0076,NAMRIL,Z010,15.2
Z010E0077,NAMRIL,Z010,18
Z010E0078,NAMRIL,Z010,16.3
Z010E0079,NAMRIL,Z010,14.9
Z010E0080,NAMRIL,Z010,13.6
Z010E0081,NAMRIL,Z010,15.1
Z010E0082,NAMRIL,Z010,17
Z010E0083,NAMRIL,Z010,15.2
Z010E0084,NAMRIL,Z010,12.4
Z010E0085,NAMRIL,Z010,12.9
Z010E0086,NAMRIL,Z010,13
Z010E0087,NAMRIL,Z010,13.5
Z010E0088,NAMRIL,Z010,15.7
Z010E0089,NAMRIL,Z010,14.4
Z010E0090,NAMRIL,Z010,13
Z010E0091,NAMRIL,Z010,11.8
Z010E0092,NAMRIL,Z010,14.1
Z010E0093,NAMRIL,Z010,13.2
Z010E0094,NAMRIL,Z010,15
Z010E0095,NAMRIL,Z010,14.9
Z010E0096,NAMRIL,Z010,14.6
Z010E0098,NAMRIL,Z010,16.8
Z010E0099,NAMRIL,Z010,15.4
Z010E0100,NAMRIL,Z010,14.6
Z010E0101,NAMRIL,Z010,14.9
Z010E0102,NAMRIL,Z010,13.2
Z010E0103,NAMRIL,Z010,12.4
Z010E0104,NAMRIL,Z010,13.3
Z010E0105,NAMRIL,Z010,13.9
Z010E0106,NAMRIL,Z010,15.4
Z010E0107,NAMRIL,Z010,13.5
Z010E0108,NAMRIL,Z010,12.9
Z010E0109,NAMRIL,Z010,13.6
Z010E0110,NAMRIL,Z010,11.9
Z010E0111,NAMRIL,Z010,15.5
Z010E0112,NAMRIL,Z010,12.6
Z010E0113,NAMRIL,Z010,14.8
Z010E0114,NAMRIL,Z010,15.8
Z010E0115,NAMRIL,Z010,13.6
Z010E0116,NAMRIL,Z010,13.8
Z010E0117,NAMRIL,Z010,12.5
Z010E0118,NAMRIL,Z010,13.5
Z010E0119,NAMRIL,Z010,16
Z010E0120,NAMRIL,Z010,12.3
Z010E0121,NAMRIL,Z010,13.6
Z010E0122,NAMRIL,Z010,11.7
Z010E0123,NAMRIL,Z010,14.5
Z010E0124,NAMRIL,Z010,15.9
Z010E0125,NAMRIL,Z010,16
Z010E0126,NAMRIL,Z010,14.7
Z010E0127,NAMRIL,Z010,12.9
Z010E0128,NAMRIL,Z010,13.5
Z010E0129,NAMRIL,Z010,14.8
Z010E0130,NAMRIL,Z010,18.3
Z010E0131,NAMRIL,Z010,17.2
Z010E0132,NAMRIL,Z010,14
Z010E0133,NAMRIL,Z010,14.8
Z010E0134,NAMRIL,Z010,12.6
Z010E0135,NAMRIL,Z010,14.5
Z010E0136,NAMRIL,Z010,13.2
Z010E0137,NAMRIL,Z010,13.4
Z010E0138,NAMRIL,Z010,13.8
Z010E0139,NAMRIL,Z010,14
Z010E0140,NAMRIL,Z010,16
Z010E0141,NAMRIL,Z010,13.9
Z010E0142,NAMRIL,Z010,14.1
Z010E0143,NAMRIL,Z010,12.2
Z010E0144,NAMRIL,Z010,14.3
Z010E0145,NAMRIL,Z010,12.3
Z010E0146,NAMRIL,Z010,15.5
Z010E0147,NAMRIL,Z010,15.2
Z010E0148,NAMRIL,Z010,13.3
Z010E0149,NAMRIL,Z010,13
Z010E0150,NAMRIL,Z010,12
Z010E0151,NAMRIL,Z010,15.8
Z010E0152,NAMRIL,Z010,14.7
Z010E0153,NAMRIL,Z010,13.1
Z010E0154,NAMRIL,Z010,15.8
Z010E0155,NAMRIL,Z010,14.6
Z010E0156,NAMRIL,Z010,12.7
Z010E0157,NAMRIL,Z010,12.8
Z010E0158,NAMRIL,Z010,17.5
Z010E0159,NAMRIL,Z010,14.6
Z010E0160,NAMRIL,Z010,14.5
Z010E0161,NAMRIL,Z010,12.9
Z010E0162,NAMRIL,Z010,13
